code,name,first_trade_date,first_vol,publish_price,current_vol,treasury_shares,publish_vol,foreign_owner,foreign_owner_ratio,foreign_vol_remain,current_price,market_capital,category,exchanges
KSQ,CTCP CNC Capital Việt Nam,26/07/2013,3000000.0,10.0,30000000.0,0.0,30000000.0,14700000.0,49.0,14319500.0,8.5,255.0,khoangsan,HNX
MDC,CTCP Than Mông Dương - Vinacomin,23/07/2009,12085000.0,21.2,21418346.0,0.0,21418346.0,7391136.0,34.50843496505286,4716663.0,13.9,297.7,khoangsan,HNX
MIM,CTCP Khoáng sản và Cơ khí,16/08/2010,2032895.0,35.0,3409860.0,0.0,3409860.0,1670831.0,48.99998826931311,1657758.0,8.5,29.0,khoangsan,HNX
MVB,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,14/10/2016,105000000.0,14.4,105000000.0,0.0,105000000.0,0.0,0.0,0.0,29.2,3066.0,khoangsan,HNX
NBC,CTCP Than Núi Béo - Vinacomin,27/12/2006,6000000.0,36.3,36999124.0,0.0,36999124.0,18129570.0,48.99999794589731,16404895.0,22.1,817.7,khoangsan,HNX
TC6,CTCP Than Cọc Sáu - Vinacomin,26/06/2008,10000000.0,29.6,32496105.0,0.0,32496105.0,15923091.0,48.99999861521865,13751791.0,14.2,461.4,khoangsan,HNX
TDN,CTCP Than Đèo Nai - Vinacomin,21/11/2008,8000000.0,29.3,29439097.0,0.0,29439097.0,7840000.0,26.6312516311217,7653000.0,16.1,474.0,khoangsan,HNX
THT,CTCP Than Hà Tu - Vinacomin,24/10/2008,9100000.0,22.5,24569052.0,0.0,24569052.0,8599168.0,34.99999918596778,6731668.0,14.5,356.3,khoangsan,HNX
TVD,CTCP Than Vàng Danh - Vinacomin,11/01/2011,15280790.0,19.4,44962864.0,0.0,44962864.0,22031803.0,48.999999199339264,21897136.0,14.6,656.5,khoangsan,HNX
CJC,CTCP Cơ điện Miền Trung,14/12/2006,2000000.0,31.8,4000000.0,0.0,4000000.0,980000.0,24.5,972200.0,16.0,64.0,nangluong,HNX
DTK,Tổng Công ty Điện lực TKV - CTCP,15/12/2016,680000000.0,14.0,680000000.0,0.0,680000000.0,0.0,0.0,0.0,14.0,9520.0,nangluong,HNX
HJS,CTCP Thủy điện Nậm Mu,20/12/2006,6000000.0,35.0,20999900.0,0.0,20999900.0,10289951.0,49.0,10259123.0,32.7,686.7,nangluong,HNX
NBP,CTCP Nhiệt điện Ninh Bình,06/08/2009,12865500.0,26.3,12865500.0,0.0,12865500.0,6304095.0,49.0,5623095.0,16.7,214.9,nangluong,HNX
PCG,CTCP Đầu tư Phát triển Gas Đô thị,29/12/2010,18870000.0,16.0,18870000.0,0.0,18870000.0,9246300.0,49.0,302500.0,10.9,205.7,nangluong,HNX
PGS,CTCP Kinh doanh Khí Miền Nam,15/11/2007,15000000.0,70.4,50000000.0,0.0,50000000.0,24500000.0,49.0,14219187.0,29.7,1485.0,nangluong,HNX
PIC,CTCP Đầu tư Điện lực 3,05/08/2015,27146707.0,11.0,33339891.0,0.0,33339891.0,14281886.0,42.83723063161784,14281886.0,12.1,403.4,nangluong,HNX
PPE,CTCP Tư vấn Điện lực Dầu khí Việt Nam,21/09/2011,2000000.0,11.5,2000000.0,0.0,2000000.0,980000.0,49.0,670800.0,12.8,25.6,nangluong,HNX
PPS,CTCP Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,07/01/2011,15000000.0,13.0,15000000.0,0.0,15000000.0,7350000.0,49.0,3215590.0,13.8,207.0,nangluong,HNX
PVG,CTCP Kinh doanh LPG Việt Nam,07/01/2009,26617000.0,11.1,36500000.0,0.0,36500000.0,13582726.0,37.21294794520548,12007717.0,16.1,587.7,nangluong,HNX
SEB,CTCP Đầu tư và Phát triển Điện Miền Trung,14/01/2009,12500000.0,14.9,31999969.0,0.0,31999969.0,9800000.0,30.625029667997488,9779140.0,43.0,1376.0,nangluong,HNX
BAB,Ngân hàng TMCP Bắc Á,02/01/2018,500000000.0,25.0,708500000.0,0.0,708500000.0,0.0,0.0,0.0,22.7,16083.0,nganhang,HNX
NVB,Ngân hàng TMCP Quốc Dân,13/09/2010,100000000.0,12.1,487654914.0,0.0,487654914.0,90306465.0,18.518518404594605,90239795.0,29.2,14239.5,nganhang,HNX
PTI,Tổng Công ty cổ phần Bảo hiểm Bưu điện,02/03/2011,45000000.0,14.6,80395709.0,0.0,80395709.0,39393897.0,48.99999949002253,7940059.0,39.5,3175.6,nganhang,HNX
PVI,CTCP PVI,10/08/2007,50000000.0,110.3,216586467.0,8827700.0,225414167.0,102832179.0,45.6192174469673,0.0,50.3,11338.3,nganhang,HNX
VNR,Tổng Công ty cổ phần Tái Bảo hiểm Quốc gia Việt Nam,13/03/2006,34300000.0,37.3,131075937.0,0.0,131075937.0,64227209.0,48.99999990082085,22621696.0,37.8,4954.7,nganhang,HNX
BBS,CTCP VICEM Bao bì Bút Sơn,20/01/2006,3000000.0,12.0,6000000.0,0.0,6000000.0,2058000.0,34.300000000000004,1767467.0,12.4,74.4,nhua,HNX
BPC,CTCP VICEM Bao bì Bỉm Sơn,11/04/2002,3800000.0,25.0,3800000.0,0.0,3800000.0,1862000.0,49.0,1741560.0,12.6,47.9,nhua,HNX
BXH,CTCP VICEM Bao bì Hải Phòng,25/11/2009,3000000.0,20.0,4919665.0,0.0,4919665.0,1475899.0,29.99998983670636,1475899.0,10.2,50.2,nhua,HNX
DNP,CTCP Nhựa Đồng Nai,20/12/2006,2000000.0,53.5,109154493.0,0.0,109154493.0,6618499.0,6.063423335217177,6243477.0,21.2,2314.1,nhua,HNX
DPC,CTCP Nhựa Đà Nẵng,28/11/2001,1587280.0,35.0,2237280.0,0.0,2237280.0,1096267.0,48.99999106057356,1062727.0,23.3,52.1,nhua,HNX
INN,CTCP Bao bì và In Nông nghiệp,22/01/2010,5400000.0,22.0,18000000.0,0.0,18000000.0,5292000.0,29.4,4182968.0,38.1,685.8,nhua,HNX
NTP,CTCP Nhựa Thiếu niên Tiền Phong,11/12/2006,14446000.0,145.3,117796183.0,0.0,117796183.0,36439980.0,30.934771460294265,11098415.0,56.9,6702.6,nhua,HNX
PBP,CTCP Bao bì Dầu khí Việt Nam,27/01/2015,3265000.0,16.5,4799516.0,0.0,4799516.0,1999812.0,41.666951417601275,1967912.0,12.4,59.5,nhua,HNX
PMP,CTCP Bao bì đạm Phú Mỹ,22/09/2015,4200000.0,16.5,4200000.0,0.0,4200000.0,2058000.0,49.0,2055500.0,17.5,73.5,nhua,HNX
TPP,CTCP Nhựa Tân Phú,26/09/2008,1995600.0,19.9,18610368.0,0.0,18610368.0,3231623.0,17.36463781909095,3139016.0,13.0,241.9,nhua,HNX
VBC,CTCP Nhựa - Bao bì Vinh,17/03/2010,1898364.0,40.0,7499972.0,0.0,7499972.0,1469994.0,19.599993173307848,1454494.0,23.0,172.5,nhua,HNX
VKC,CTCP Cáp - Nhựa Vĩnh Khánh,08/12/2010,13000000.0,13.0,20000000.0,0.0,20000000.0,6370000.0,31.85,2289890.0,13.5,270.0,nhua,HNX
LAS,CTCP Supe Phốt phát và Hóa chất Lâm Thao,01/03/2012,54050000.0,17.0,112856400.0,0.0,112856400.0,38137680.0,33.793103448275865,32498323.0,24.0,2708.6,phanbon,HNX
NFC,CTCP Phân lân Ninh Bình,03/03/2014,10487551.0,21.0,15731260.0,0.0,15731260.0,7708317.0,48.99999745729205,7708317.0,15.7,247.0,phanbon,HNX
PCE,CTCP Phân bón và Hóa chất Dầu khí Miền Trung,23/07/2015,10000000.0,15.0,10000000.0,0.0,10000000.0,4900000.0,49.0,4678600.0,28.9,289.0,phanbon,HNX
PMB,CTCP Phân bón và Hóa chất Dầu khí Miền Bắc,07/10/2015,12000000.0,12.6,12000000.0,0.0,12000000.0,5880000.0,49.0,5227700.0,22.1,265.2,phanbon,HNX
PSE,CTCP Phân Bón và Hóa Chất Dầu khí Đông Nam Bộ,18/03/2015,12500000.0,14.0,12500000.0,0.0,12500000.0,6125000.0,49.0,5903000.0,25.7,321.3,phanbon,HNX
PSW,CTCP Phân bón và Hóa chất Dầu khí Tây Nam Bộ,21/07/2015,17000000.0,13.5,17000000.0,0.0,17000000.0,8330000.0,49.0,8254900.0,29.6,503.2,phanbon,HNX
CTB,CTCP Chế tạo Bơm Hải Dương,10/10/2006,1714330.0,31.1,13680000.0,0.0,13680000.0,1715000.0,12.53654970760234,1336700.0,28.0,383.0,sxkd,HNX
DZM,CTCP Cơ điện Dzĩ An,11/06/2009,2500000.0,52.0,5395985.0,0.0,5395985.0,2644032.0,48.99998795400655,2142194.0,9.6,51.8,sxkd,HNX
HDA,CTCP Hãng sơn Đông Á,27/12/2010,2200000.0,26.9,11500000.0,0.0,11500000.0,5635000.0,49.0,4759195.0,27.9,320.8,sxkd,HNX
KSD,CTCP Đầu tư DNA,28/04/2010,5688000.0,50.0,12000000.0,0.0,12000000.0,5880000.0,49.0,5845200.0,5.8,69.6,sxkd,HNX
MHL,CTCP Minh Hữu Liên,26/11/2009,2000000.0,18.0,5146323.0,142300.0,5288623.0,2425583.0,45.864169179765696,2425583.0,8.0,42.3,sxkd,HNX
NAG,CTCP Tập đoàn Nagakawa,22/09/2009,10000000.0,26.0,15888636.0,0.0,15888636.0,7276293.0,45.795579935244284,6954952.0,11.3,179.5,sxkd,HNX
NET,CTCP Bột giặt NET,15/09/2010,4500000.0,121.1,22398374.0,0.0,22398374.0,7839457.0,35.00011652631571,4645307.0,56.1,1256.5,sxkd,HNX
PV2,CTCP Đầu tư PV2,16/12/2010,18250708.0,17.0,36387600.0,481200.0,36868800.0,18301500.0,49.639532612941025,18276500.0,6.3,232.3,sxkd,HNX
QHD,CTCP Que hàn điện Việt Đức,22/04/2010,2742270.0,70.0,5524716.0,0.0,5524716.0,2707110.0,48.99998479559854,2633185.0,37.0,204.4,sxkd,HNX
SDN,CTCP Sơn Đồng Nai,25/12/2006,1140000.0,70.0,1518218.0,0.0,1518218.0,743926.0,48.99994598931116,380995.0,40.1,60.9,sxkd,HNX
SFN,CTCP Dệt lưới Sài Gòn,28/12/2006,3000000.0,101.0,2788300.0,105850.0,2894150.0,1470000.0,50.79211512879429,1367420.0,28.0,81.0,sxkd,HNX
TET,CTCP Vải sợi May mặc Miền Bắc,28/04/2010,5702940.0,35.5,5702940.0,0.0,5702940.0,2794440.0,48.99998947911077,2793940.0,35.0,199.6,sxkd,HNX
TNG,CTCP Đầu tư và Thương mại TNG,22/11/2007,5430000.0,71.0,70427260.0,0.0,70427260.0,14514842.0,20.609692894484326,7544759.0,33.2,2338.2,sxkd,HNX
TSB,CTCP Ắc quy Tia Sáng,19/01/2011,3372740.0,29.5,6745480.0,0.0,6745480.0,3305285.0,48.99999703505162,3304085.0,11.0,74.2,sxkd,HNX
KKC,CTCP Kim Khí KKC,21/08/2008,5200000.0,103.1,5200000.0,0.0,5200000.0,2548000.0,49.0,2081400.0,28.5,148.2,thep,HNX
KMT,CTCP Kim khí Miền Trung,15/12/2010,9846562.0,14.5,10929684.0,0.0,10929684.0,4824815.0,44.1441399403679,4824078.0,11.3,123.5,thep,HNX
SSM,CTCP Chế tạo kết cấu Thép Vneco.SSM,17/11/2008,2751664.0,13.4,6409097.0,0.0,6409097.0,2695501.0,42.05742244188222,1916618.0,7.2,46.1,thep,HNX
VGS,CTCP Ống thép Việt Đức VG PIPE,04/12/2008,7000000.0,17.4,41309589.0,401000.0,41710589.0,18423857.0,44.170694880381575,15357703.0,41.8,1743.5,thep,HNX
CAN,CTCP Đồ hộp Hạ Long,22/10/2001,5000000.0,27.1,5000000.0,0.0,5000000.0,2450000.0,49.0,1582770.0,44.5,222.5,thucpham,HNX
CAP,CTCP Lâm Nông sản Thực phẩm Yên Bái,09/01/2008,1100000.0,39.5,5236023.0,0.0,5236023.0,2332443.0,44.54608010698196,2033046.0,81.9,428.8,thucpham,HNX
HAD,CTCP Bia Hà Nội - Hải Dương,27/10/2009,4000000.0,53.5,4000000.0,0.0,4000000.0,1960000.0,49.0,1279800.0,17.2,68.8,thucpham,HNX
HAT,Công ty Cổ phần Thương mại Bia Hà Nội,29/10/2010,3123000.0,28.0,3123000.0,0.0,3123000.0,1530270.0,49.0,1277370.0,20.3,63.4,thucpham,HNX
HHC,CTCP Bánh kẹo Hải Hà,20/11/2007,5475000.0,74.1,16425000.0,0.0,16425000.0,8048250.0,49.0,7670050.0,74.8,1228.6,thucpham,HNX
KTS,CTCP Đường Kon Tum,31/12/2010,3000000.0,41.0,5070000.0,0.0,5070000.0,2484300.0,49.0,2022170.0,28.6,145.0,thucpham,HNX
MCF,CTCP Xây lắp Cơ khí và Lương thực Thực phẩm,14/02/2011,3500000.0,17.5,10777838.0,0.0,10777838.0,3920000.0,36.37093079335577,3357943.0,11.3,121.8,thucpham,HNX
NST,CTCP Ngân Sơn,29/12/2006,2790000.0,30.3,11202003.0,0.0,11202003.0,4648116.0,41.493615025812794,3889225.0,9.4,105.3,thucpham,HNX
SAF,CTCP Lương thực Thực phẩm Safoco,28/12/2006,2706000.0,40.0,10055788.0,0.0,10055788.0,3879895.0,38.58369925857625,3532872.0,58.0,583.2,thucpham,HNX
SGC,CTCP Xuất nhập khẩu Sa Giang,05/09/2006,4088700.0,55.0,7147580.0,0.0,7147580.0,3502314.0,48.999997201850135,3430211.0,77.2,551.8,thucpham,HNX
SLS,CTCP Mía Đường Sơn La,16/10/2012,6800000.0,20.7,9791945.0,0.0,9791945.0,3332000.0,34.0279689070966,3273590.0,162.7,1593.1,thucpham,HNX
THB,CTCP Bia Hà Nội - Thanh Hóa,19/11/2008,11424570.0,16.7,11424570.0,0.0,11424570.0,5598039.0,48.9999973740806,4380039.0,14.8,169.1,thucpham,HNX
VDL,CTCP Thực phẩm Lâm Đồng,27/11/2007,1200000.0,83.6,14657154.0,0.0,14657154.0,7182003.0,48.99998321638703,7033843.0,21.1,309.3,thucpham,HNX
VTL,CTCP Vang Thăng Long,20/01/2006,1800000.0,19.5,5059992.0,0.0,5059992.0,1323000.0,26.146286397290748,1283200.0,14.1,71.3,thucpham,HNX
ARM,CTCP Xuất nhập khẩu Hàng không,26/10/2010,2592740.0,21.5,3111283.0,0.0,3111283.0,1270442.0,40.833379670058946,1025642.0,45.0,140.0,thuongmai,HNX
CKV,CTCP COKYVINA,11/03/2010,4050000.0,20.0,4050000.0,0.0,4050000.0,1984500.0,49.0,1028900.0,14.0,56.7,thuongmai,HNX
CMS,CTCP CMVIETNAM,29/11/2010,2500000.0,23.0,17200000.0,0.0,17200000.0,8428000.0,49.0,7298315.0,10.1,173.7,thuongmai,HNX
HTC,CTCP Thương mại Hóc Môn,07/05/2010,3500000.0,74.0,11000000.0,0.0,11000000.0,5145000.0,46.77272727272727,4996800.0,31.1,342.1,thuongmai,HNX
TMC,CTCP Thương mại Xuất nhập khẩu Thủ Đức,26/12/2006,2700000.0,60.0,12400000.0,0.0,12400000.0,6076000.0,49.0,6005139.0,12.3,152.5,thuongmai,HNX
BLF,CTCP Thủy sản Bạc Liêu,02/06/2008,5000000.0,11.2,11500000.0,0.0,11500000.0,5145000.0,44.73913043478261,4810380.0,4.3,49.5,thuysan,HNX
SJ1,CTCP Nông nghiệp Hùng Hậu,29/12/2006,2000000.0,34.0,22156060.0,0.0,22156060.0,3795140.0,17.12912855444515,3774530.0,15.9,352.3,thuysan,HNX
CDN,CTCP Cảng Đà Nẵng,30/03/2016,66000000.0,16.0,99000000.0,0.0,99000000.0,32143700.0,32.46838383838384,32141600.0,32.0,3168.0,vantai,HNX
DL1,CTCP Tập đoàn Năng lượng Tái tạo Việt Nam,10/03/2010,1500000.0,24.0,101177353.0,0.0,101177353.0,7457141.0,7.370365777408705,7227872.0,12.5,1264.7,vantai,HNX
DXP,CTCP Cảng Đoạn Xá,26/12/2005,3500000.0,18.5,25987027.0,0.0,25987027.0,3858736.0,14.848701238506429,1529418.0,24.5,636.7,vantai,HNX
HCT,CTCP Thương mại Dịch vụ Vận tải Xi măng Hải Phòng,27/11/2007,1041558.0,42.7,2016385.0,0.0,2016385.0,988028.0,48.99996776409267,522728.0,15.9,32.1,vantai,HNX
HHG,CTCP Hoàng Hà,28/07/2010,13600000.0,16.5,34896354.0,0.0,34896354.0,14131661.0,40.49609595317608,14119327.0,6.2,216.4,vantai,HNX
HTC,CTCP Thương mại Hóc Môn,07/05/2010,3500000.0,74.0,11000000.0,0.0,11000000.0,5145000.0,46.77272727272727,4996800.0,31.1,342.1,vantai,HNX
MAC,CTCP Cung ứng và Dịch vụ Kỹ thuật Hàng Hải,24/12/2009,3200000.0,18.9,15139745.0,0.0,15139745.0,7065451.0,46.66822988101847,6757126.0,8.2,124.1,vantai,HNX
NAP,CTCP Cảng Nghệ Tĩnh,19/07/2016,21517200.0,11.4,21517200.0,0.0,21517200.0,10543428.0,49.0,10543428.0,12.5,269.0,vantai,HNX
PCT,CTCP Vận tải Khí và Hoá chất Việt Nam,12/09/2011,23000000.0,10.0,23000000.0,0.0,23000000.0,11270000.0,49.0,10841600.0,9.1,209.3,vantai,HNX
PGT,CTCP PGT Holdings,25/12/2009,8802187.0,11.5,9241801.0,0.0,9241801.0,4528482.0,48.99999469800313,333366.0,11.5,106.3,vantai,HNX
PHP,CTCP Cảng Hải Phòng,12/08/2015,326960000.0,16.5,326960000.0,0.0,326960000.0,160210400.0,49.0,159066400.0,32.8,10724.3,vantai,HNX
PJC,CTCP Thương mại và Vận tải Petrolimex Hà Nội,25/12/2006,1563150.0,25.2,7326928.0,0.0,7326928.0,2872162.0,39.20008494692455,2790737.0,22.9,167.8,vantai,HNX
PRC,CTCP Logistics Portserco,29/11/2010,1200000.0,26.8,1200000.0,0.0,1200000.0,588000.0,49.0,563700.0,19.5,23.4,vantai,HNX
PSC,CTCP Vận tải và Dịch vụ Petrolimex Sài Gòn,29/12/2006,1290000.0,38.6,7200000.0,0.0,7200000.0,3528000.0,49.0,3495735.0,18.0,129.6,vantai,HNX
PTS,CTCP Vận tải và Dịch vụ Petrolimex Hải Phòng,01/12/2006,1740000.0,27.1,5568000.0,0.0,5568000.0,2728320.0,49.0,2661670.0,13.2,73.5,vantai,HNX
QTC,CTCP Công trình Giao thông Vận tải Quảng Nam,16/01/2009,1200000.0,16.0,2700000.0,0.0,2700000.0,1323000.0,49.0,556275.0,17.5,47.3,vantai,HNX
TJC,CTCP Dịch vụ Vận tải và Thương mại,17/12/2007,3000000.0,51.3,8600000.0,0.0,8600000.0,4214000.0,49.0,4027200.0,16.2,139.3,vantai,HNX
VGP,CTCP Cảng Rau Quả,21/12/2006,3885020.0,58.0,7891352.0,161670.0,8053022.0,4025199.0,49.983707979439274,3612152.0,31.0,249.6,vantai,HNX
VNF,CTCP Vinafreight,01/12/2010,5600000.0,22.0,25145750.0,0.0,25145750.0,2744000.0,10.912380819820447,2538180.0,25.0,628.6,vantai,HNX
VNT,CTCP Giao nhận Vận tải Ngoại thương,14/08/2009,5472000.0,39.7,11838205.0,55400.0,11893605.0,4206792.0,35.370201045015364,3642627.0,66.9,795.7,vantai,HNX
VTV,CTCP Năng lượng và Môi trường VICEM,18/12/2006,2500000.0,15.2,40399825.0,0.0,40399825.0,15287914.0,37.841535204669825,15074517.0,9.9,400.0,vantai,HNX
WCS,CTCP Bến xe Miền Tây,17/09/2010,2500000.0,34.0,2500000.0,0.0,2500000.0,1225000.0,49.0,624000.0,199.0,497.5,vantai,HNX
BBS,CTCP VICEM Bao bì Bút Sơn,20/01/2006,3000000.0,12.0,6000000.0,0.0,6000000.0,2058000.0,34.300000000000004,1767467.0,12.4,74.4,vlxd,HNX
BCC,CTCP Xi măng Bỉm Sơn,24/11/2006,90000000.0,18.7,123209812.0,0.0,123209812.0,46874084.0,38.04411616178751,39855309.0,24.4,3006.3,vlxd,HNX
BTS,CTCP Xi măng VICEM Bút Sơn,05/12/2006,90000000.0,23.9,123559858.0,0.0,123559858.0,53437534.0,43.24829670814287,53294460.0,12.7,1569.2,vlxd,HNX
CLH,CTCP Xi măng La Hiên VVMI,07/06/2016,10000000.0,12.3,12000000.0,0.0,12000000.0,4900000.0,40.833333333333336,4900000.0,32.3,387.6,vlxd,HNX
GMX,CTCP Gạch ngói Gốm Xây dựng Mỹ Xuân,15/09/2011,5320694.0,18.5,5320694.0,0.0,5320694.0,2607140.0,48.99999887232755,2537440.0,22.0,117.1,vlxd,HNX
HCC,CTCP Bê tông Hòa Cầm - Intimex,24/12/2007,1622802.0,57.8,6518586.0,0.0,6518586.0,1798555.0,27.59118311854749,1143464.0,13.1,85.4,vlxd,HNX
HOM,CTCP Xi măng VICEM Hoàng Mai,09/07/2009,72000000.0,16.6,69226331.0,2771400.0,71997731.0,35280000.0,49.00154422922022,31621600.0,10.5,756.0,vlxd,HNX
MCC,CTCP Gạch ngói Cao cấp,26/04/2010,4668300.0,30.1,4956124.0,30000.0,4986124.0,2457900.0,49.29480293711107,2400845.0,11.3,56.3,vlxd,HNX
NHC,CTCP Gạch ngói Nhị Hiệp,16/12/2005,1336061.0,23.0,3041542.0,0.0,3041542.0,1490355.0,48.999980930725265,862113.0,31.0,94.3,vlxd,HNX
SDN,CTCP Sơn Đồng Nai,25/12/2006,1140000.0,70.0,1518218.0,0.0,1518218.0,743926.0,48.99994598931116,380995.0,40.1,60.9,vlxd,HNX
TBX,CTCP Xi măng Thái Bình,18/11/2008,1011400.0,26.4,1510280.0,0.0,1510280.0,740037.0,48.99998675742246,739517.0,22.3,33.7,vlxd,HNX
TMX,CTCP VICEM Thương mại Xi măng,02/11/2009,6000000.0,23.6,6000000.0,0.0,6000000.0,2940000.0,49.0,2460900.0,11.6,69.6,vlxd,HNX
TTC,CTCP Gạch men Thanh Thanh,08/08/2006,4000000.0,19.0,4192348.0,0.0,4192348.0,2936250.0,70.03831742975535,2075859.0,16.9,70.9,vlxd,HNX
TXM,CTCP VICEM Thạch cao Xi măng,11/12/2006,7000000.0,17.9,7000000.0,0.0,7000000.0,3430000.0,49.0,2297525.0,7.5,52.5,vlxd,HNX
VCS,CTCP Vicostone,17/12/2007,10000000.0,95.3,160000000.0,0.0,160000000.0,25969632.0,16.231019999999997,24798851.0,123.1,19696.0,vlxd,HNX
VHL,CTCP Viglacera Hạ Long,12/02/2009,7000000.0,27.0,25000000.0,0.0,25000000.0,7840000.0,31.36,5744439.0,25.0,625.0,vlxd,HNX
VIT,CTCP Viglacera Tiên Sơn,03/11/2009,4500000.0,37.9,19500000.0,0.0,19500000.0,7350000.0,37.69230769230769,6946240.0,16.9,329.5,vlxd,HNX
VTV,CTCP Năng lượng và Môi trường VICEM,18/12/2006,2500000.0,15.2,40399825.0,0.0,40399825.0,15287914.0,37.841535204669825,15074517.0,9.9,400.0,vlxd,HNX
VXB,CTCP Vật liệu Xây dựng Bến Tre,22/06/2010,4049006.0,29.5,4049006.0,0.0,4049006.0,1984012.0,48.999976784425606,1973512.0,25.5,103.2,vlxd,HNX
C92,CTCP Xây dựng và Đầu tư 492,19/11/2007,1200000.0,70.9,5312920.0,0.0,5312920.0,2603330.0,48.99998494236691,2582874.0,7.5,39.8,xaydung,HNX
CTX,Tổng Công ty cổ phần Đầu tư Xây dựng và Thương mại Việt Nam,24/05/2012,25453800.0,10.5,78907276.0,0.0,78907276.0,12913362.0,16.365236077849147,12913362.0,8.3,654.9,xaydung,HNX
ICG,CTCP Xây dựng Sông Hồng,21/04/2009,15000000.0,13.0,20000000.0,0.0,20000000.0,9800000.0,49.0,6207160.0,20.6,412.0,xaydung,HNX
KDM,CTCP Tập đoàn Đầu Tư Lê Gia,29/03/2016,6800000.0,11.0,7100000.0,0.0,7100000.0,3332000.0,46.92957746478873,3290400.0,10.1,71.7,xaydung,HNX
MST,CTCP Đầu tư MST,10/05/2016,18000000.0,11.0,35519986.0,0.0,35519986.0,8820000.0,24.831090868110138,8806700.0,18.5,657.1,xaydung,HNX
SDU,CTCP Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,28/09/2009,10000000.0,80.9,20000000.0,0.0,20000000.0,9800000.0,49.0,9020200.0,11.0,220.0,xaydung,HNX
TKC,CTCP Xây dựng và Kinh doanh Địa ốc Tân Kỷ,01/12/2009,6050000.0,33.6,10082232.0,650000.0,10732232.0,5577293.0,51.96768947969071,5569593.0,11.9,127.7,xaydung,HNX
VC1,CTCP Xây dựng Số 1,14/05/2009,3500000.0,25.1,12000000.0,0.0,12000000.0,3626000.0,30.216666666666665,3414700.0,14.1,169.2,xaydung,HNX
VC2,CTCP Đầu tư và Xây dựng Vina2,11/12/2006,2000000.0,38.3,15000000.0,0.0,15000000.0,5880000.0,39.2,5843102.0,49.1,736.5,xaydung,HNX
VC3,CTCP Tập đoàn Nam Mê Kông,13/12/2007,8000000.0,112.4,61015642.0,0.0,61015642.0,10779873.0,17.667392567958228,10777037.0,43.0,2623.7,xaydung,HNX
VC7,CTCP Xây dựng Số 7,28/12/2007,5000000.0,51.7,24022953.0,0.0,24022953.0,3920000.0,16.31772746672734,3900900.0,26.9,646.2,xaydung,HNX
VC9,CTCP Xây dựng Số 9,05/11/2009,8000000.0,50.2,11390400.0,304800.0,11695200.0,5880000.0,50.277036733018676,5566250.0,9.9,115.8,xaydung,HNX
CLG,CTCP Đầu tư và Phát triển Nhà đất COTEC,09/08/2010,10000000.0,42.0,21150000.0,0.0,21150000.0,10363500.0,49.0,8355880.0,2.3,48.6,bds,UPCOM
DLR,CTCP Địa ốc Đà Lạt,20/05/2010,4500000.0,32.3,4500000.0,0.0,4500000.0,2205000.0,49.0,1771000.0,9.7,43.6,bds,UPCOM
KAC,CTCP Đầu tư Địa ốc Khang An,27/10/2010,20000000.0,30.0,23999999.0,0.0,23999999.0,11759999.0,48.99999787499991,11754711.0,7.1,170.4,bds,UPCOM
NTB,CTCP Đầu tư Xây dựng và Khai thác Công trình Giao thông 584,17/05/2010,36000000.0,45.0,39779577.0,0.0,39779577.0,19341062.0,48.6205823656697,19341062.0,1.6,63.6,bds,UPCOM
PFL,CTCP Dầu khí Đông Đô,17/11/2010,50000000.0,10.5,50000000.0,0.0,50000000.0,24427400.0,48.8548,24427400.0,7.2,360.0,bds,UPCOM
PPI,CTCP Đầu tư và Phát triển Dự án Hạ tầng Thái Bình Dương,12/04/2010,10014753.0,32.0,48290628.0,0.0,48290628.0,23662408.0,49.00000057982265,23152495.0,1.6,77.3,bds,UPCOM
RCD,CTCP Xây dựng - Địa ốc Cao su,06/02/2014,5300062.0,10.0,5300062.0,0.0,5300062.0,2597030.0,48.999992830272554,2597030.0,4.8,25.4,bds,UPCOM
VCR,CTCP Đầu tư và Phát triển Du lịch Vinaconex,10/05/2010,30000000.0,37.5,34480000.0,760000.0,35240000.0,17640000.0,50.05675368898979,17569400.0,39.7,1399.0,bds,UPCOM
VNI,CTCP Đầu tư Bất động sản Việt Nam,09/09/2009,10559996.0,25.0,10114556.0,222720.0,10337276.0,5169582.0,50.00913199957127,5169582.0,13.5,139.6,bds,UPCOM
BRR,CTCP Cao su Bà Rịa,16/06/2017,112500000.0,12.7,112500000.0,0.0,112500000.0,0.0,0.0,0.0,27.0,3037.5,caosu,UPCOM
CDR,CTCP Xây dựng Cao su Đồng Nai,26/06/2017,1600000.0,12.3,1600000.0,0.0,1600000.0,0.0,0.0,0.0,12.0,19.2,caosu,UPCOM
DRI,CTCP Đầu tư Cao su Đắk Lắk,23/05/2017,73200000.0,13.3,73200000.0,0.0,73200000.0,0.0,0.0,0.0,16.1,1178.5,caosu,UPCOM
RBC,CTCP Công nghiệp và Xuất nhập khẩu Cao su,18/02/2016,10030308.0,13.0,10030308.0,0.0,10030308.0,4914850.0,48.9999908277991,4914850.0,14.6,146.4,caosu,UPCOM
